date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,dataset,price
20141016T000000,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,1963,0,98027,47.4612,-121.992,train,13.060487973686241
20140512T000000,3,1.75,1440,8040,1.0,0,0,3,7,960,480,1951,0,98125,47.7128,-122.306,train,12.661200552824075
20150424T000000,4,2.25,2680,5439,2.0,0,0,3,7,2680,0,2000,0,98011,47.7534,-122.218,train,13.124361380067002
20150324T000000,3,2.0,1460,3696,2.0,0,0,3,7,1460,0,2010,0,98053,47.6861,-122.013,train,12.879366547511184
20140519T000000,3,2.5,1670,3565,2.0,0,0,3,7,1670,0,1999,0,98072,47.7623,-122.161,train,12.829333698625952
20150313T000000,3,1.75,1470,6018,1.0,0,0,3,8,1470,0,1987,0,98074,47.6171,-122.044,train,13.079455876393052
20140701T000000,4,4.75,3970,9778,2.0,0,2,4,11,3390,580,1928,0,98119,47.6312,-122.366,train,14.648419680899378
20140801T000000,3,1.75,1540,13002,1.0,0,0,2,8,1200,340,1984,0,98074,47.6231,-122.044,train,13.107148211597849
20150305T000000,4,2.25,2350,46173,2.0,0,0,4,8,2350,0,1980,0,98053,47.6657,-122.067,train,13.36138027787483
20150508T000000,5,2.25,2100,10726,1.0,0,0,4,7,1050,1050,1963,0,98059,47.4922,-122.134,train,12.744026936684417
20150225T000000,4,2.5,2730,4962,2.0,0,0,3,8,2730,0,2006,0,98002,47.3363,-122.216,train,12.674512552799726
20140605T000000,3,1.75,1980,6250,1.0,0,1,5,7,1090,890,1910,0,98136,47.554,-122.385,train,13.242809530480196
20140608T000000,5,3.0,2870,4369,2.0,0,0,3,8,2090,780,2007,0,98011,47.7449,-122.192,train,13.199324418540456
20140515T000000,4,2.5,3310,5404,2.0,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,train,13.596234518176553
20141205T000000,5,3.0,2500,5750,1.0,0,0,3,8,1430,1070,1999,0,98126,47.551,-122.369,train,12.971540487669746
20140904T000000,3,1.0,1180,6000,1.0,0,0,3,7,1180,0,1950,0,98115,47.6853,-122.286,train,13.13626628257332
20150427T000000,4,2.5,3920,41206,2.0,0,0,4,10,3920,0,1988,0,98072,47.7325,-122.132,train,13.779883380321124
20140822T000000,4,1.75,1930,3876,1.5,0,0,5,7,1450,480,1924,0,98105,47.6604,-122.324,train,13.504900980868788
20140729T000000,4,2.75,2690,9240,2.0,0,0,3,8,2690,0,1998,0,98022,47.1896,-122.014,train,12.755031853277067
20141010T000000,3,2.5,2830,56628,2.0,0,0,3,11,2830,0,2001,0,98011,47.7409,-122.198,train,13.8878312195439
20150402T000000,3,1.0,2200,21450,1.0,0,0,4,9,1600,600,1952,0,98166,47.4527,-122.372,train,13.259513215551562
20140710T000000,2,1.0,960,21850,1.0,0,0,3,6,960,0,1947,0,98032,47.4122,-122.267,train,12.396693005138824
20140802T000000,3,2.5,1700,7210,2.0,0,0,5,7,1700,0,1966,0,98052,47.6688,-122.161,train,13.244581010128577
20140725T000000,3,2.0,1510,4560,2.0,0,0,4,7,1510,0,1909,1995,98116,47.5689,-122.408,train,13.351886535682578
20141027T000000,4,3.5,4270,117176,2.0,0,0,3,9,4270,0,2008,0,98024,47.5352,-121.883,train,13.813458453838143
20140918T000000,4,1.75,1390,10660,1.0,0,0,4,7,1030,360,1960,0,98198,47.4128,-122.323,train,12.513557345278134
20140723T000000,3,1.0,1230,6000,1.0,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,train,12.979647075202733
20150321T000000,4,2.25,2230,11200,1.0,0,0,4,7,1300,930,1977,0,98011,47.7691,-122.167,train,13.081541382884074
20150113T000000,3,2.75,2216,31215,1.0,0,0,3,9,2216,0,1968,2005,98092,47.3164,-122.199,train,13.410545324897761
20140720T000000,4,2.0,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,47.5558,-122.269,train,13.409900439342593
20150304T000000,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,1990,0,98059,47.5084,-122.154,train,13.009194679298691
20140519T000000,4,2.25,2110,10698,2.0,0,0,4,8,2110,0,1979,0,98027,47.5614,-122.082,train,13.244581010128577
20150423T000000,3,2.5,2283,3996,2.0,0,0,3,8,2283,0,2008,0,98031,47.4221,-122.192,train,12.873773804758644
20140722T000000,3,2.0,1790,32379,1.0,0,0,3,7,1790,0,2007,0,98045,47.4826,-121.698,train,12.994530005894443
20150422T000000,4,3.0,2640,5267,2.0,0,0,3,7,2640,0,2001,0,98065,47.5298,-121.88,train,13.102160670086809
20141001T000000,3,2.5,1440,3060,2.0,0,0,3,7,1440,0,2003,0,98053,47.6821,-122.035,train,12.950863059241957
20140627T000000,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,train,12.94084150078094
20141219T000000,3,1.75,1820,8813,2.0,0,0,3,7,1820,0,1994,0,98003,47.2622,-122.303,train,12.609869696537642
20140826T000000,3,1.75,1300,4800,2.0,0,1,4,7,1300,0,1912,0,98136,47.5457,-122.383,train,13.013663960480988
20150424T000000,2,1.75,1620,3640,1.0,0,0,3,7,900,720,1929,0,98108,47.543,-122.299,train,12.779873068457553
20150123T000000,2,2.25,2200,2043,2.0,0,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,train,13.764217263576723
20141227T000000,4,3.0,2400,5400,2.0,0,2,4,7,1600,800,1965,0,98178,47.5099,-122.26,train,13.071070083016778
20140916T000000,3,2.25,2280,8500,1.0,0,0,4,7,1680,600,1977,0,98034,47.7211,-122.166,train,12.947890935553772
20150327T000000,3,1.5,1180,11579,1.0,0,0,4,7,1180,0,1962,0,98058,47.4502,-122.089,train,12.425208175446844
20140721T000000,3,1.75,1070,9000,1.0,0,0,4,7,1070,0,1978,0,98052,47.6984,-122.132,train,12.798017320580957
20140826T000000,3,2.0,1640,8395,1.0,0,0,4,7,1640,0,1991,0,98038,47.348,-122.035,train,12.504323669331189
20140603T000000,5,3.5,3490,9680,2.0,0,4,3,9,2460,1030,1980,0,98177,47.7757,-122.391,train,13.755229627079345
20140707T000000,3,1.5,1640,7222,2.0,0,0,4,7,1640,0,1908,0,98108,47.5215,-122.33,train,12.594730635321957
20141203T000000,2,1.5,1050,1046,2.0,0,0,3,8,960,90,2007,0,98122,47.6028,-122.309,train,12.834681304952548
20140929T000000,4,1.75,2040,15000,1.0,0,0,4,7,1360,680,1967,0,98092,47.3107,-122.189,train,12.779873068457553
20140821T000000,4,2.5,1840,4593,2.0,0,0,3,7,1840,0,2010,0,98053,47.6866,-122.013,train,12.969212197910155
20150303T000000,4,2.5,1910,7172,2.0,0,0,3,8,1910,0,1993,0,98155,47.7615,-122.309,train,13.11935886838403
20140616T000000,2,1.0,760,5500,1.5,0,0,3,5,760,0,1947,0,98168,47.5045,-122.329,train,11.429543856031177
20141224T000000,5,1.75,1960,7875,1.0,0,0,4,7,1960,0,1968,0,98034,47.7256,-122.18,train,12.981721047601862
20140506T000000,6,3.0,3470,117612,1.5,0,0,3,7,3470,0,1924,0,98028,47.7663,-122.234,train,13.071070083016778
20140513T000000,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013,0,98052,47.6759,-122.151,train,13.616937660584268
20150304T000000,3,2.75,2710,9204,1.5,0,4,3,9,1480,1230,1975,0,98177,47.7039,-122.385,train,14.17318500223609
20150320T000000,3,2.25,1830,7943,2.0,0,0,3,8,1830,0,1985,0,98028,47.7466,-122.249,train,13.013663960480988
20140910T000000,3,2.75,2980,12600,1.5,0,0,3,8,1590,1390,1941,2012,98033,47.674,-122.196,train,13.710150042306449
20140801T000000,4,2.5,3140,7260,2.0,0,0,3,8,2200,940,2004,0,98006,47.5664,-122.124,train,13.51979631381523
20141021T000000,4,2.5,2180,5367,2.0,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,train,12.736686190601858
20141111T000000,5,3.25,2400,3118,2.0,0,0,4,7,1780,620,1928,0,98122,47.6094,-122.291,train,13.458835614025542
20140502T000000,3,1.0,1090,6435,1.0,0,0,4,7,1090,0,1955,0,98106,47.5334,-122.365,train,12.80765263256463
20141229T000000,4,1.75,2140,159865,1.0,0,0,4,7,1140,1000,1960,0,98031,47.4235,-122.218,train,12.802020362712987
20150324T000000,3,2.5,2220,5279,2.0,0,0,3,8,2220,0,2006,0,98146,47.5132,-122.387,train,13.199324418540456
20140826T000000,2,1.0,1030,3060,1.0,0,2,4,7,790,240,1918,0,98103,47.6779,-122.353,train,13.081541382884074
20141125T000000,4,2.5,2000,4700,1.5,0,0,4,7,1220,780,1944,0,98117,47.6902,-122.368,train,13.180632285528304
20140818T000000,4,2.0,1540,5920,1.5,0,0,5,7,1540,0,1935,0,98125,47.7148,-122.301,train,13.00019574343012
20141218T000000,4,2.75,3800,12200,2.0,0,3,4,10,3800,0,1986,0,98006,47.5689,-122.156,train,13.764217263576723
20150223T000000,3,1.75,1250,9605,1.0,0,0,3,7,1250,0,1964,0,98008,47.6325,-122.121,train,13.035715570678656
20140904T000000,5,1.0,1920,19040,1.0,0,0,3,7,1160,760,1961,0,98168,47.4756,-122.294,train,12.345834587905333
20140707T000000,3,2.75,2760,8476,1.0,0,0,4,8,1690,1070,1967,0,98040,47.5402,-122.215,train,13.618278388434565
20140819T000000,4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,train,14.375126345899696
20150209T000000,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,train,12.911642346088676
20150429T000000,4,1.75,2140,4959,1.0,0,0,3,7,1080,1060,1965,0,98118,47.5166,-122.266,train,12.765688433465597
20140508T000000,3,2.0,1240,10800,1.0,0,0,3,7,1240,0,1967,2010,98058,47.449,-122.155,train,12.604680966175126
20150428T000000,3,1.0,1120,8443,1.0,0,0,3,7,1120,0,1953,0,98133,47.7715,-122.336,train,12.80765263256463
20140610T000000,2,1.5,1010,7719,2.0,0,0,3,7,1010,0,1981,0,98056,47.5128,-122.189,train,12.634238139159114
20140909T000000,3,1.75,1870,7500,1.0,0,0,5,8,1320,550,1978,0,98058,47.4428,-122.134,train,12.751154757974255
20140516T000000,3,1.75,2150,4333,1.0,0,0,3,7,1200,950,1956,0,98136,47.5537,-122.388,train,12.971540487669746
20140902T000000,3,1.5,1610,8375,2.0,0,0,3,7,1610,0,1927,0,98155,47.7527,-122.306,train,12.506177237980511
20150317T000000,4,2.5,2660,3672,2.0,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,train,13.710150042306449
20140710T000000,5,3.5,3340,5000,2.0,0,0,3,8,2580,760,2012,0,98065,47.5168,-121.871,train,13.291261913866142
20140707T000000,5,1.75,1650,3000,1.5,0,0,3,8,1650,0,1902,0,98144,47.5955,-122.306,train,13.001325049027272
20140624T000000,4,3.5,3190,31450,2.0,0,0,3,9,3190,0,2010,0,98027,47.501,-121.902,train,13.579788224443204
20141201T000000,3,2.5,2020,11935,1.0,0,0,4,9,2020,0,1976,0,98052,47.632,-122.092,train,13.235692062711331
20150318T000000,4,2.25,2580,2875,2.0,0,0,3,9,2580,0,2015,0,98116,47.5674,-122.392,train,13.419500608626866
20141113T000000,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014,0,98028,47.7618,-122.261,train,13.554145793829866
20141028T000000,2,1.0,1340,7250,1.0,0,0,4,7,1340,0,1951,0,98125,47.7015,-122.32,train,13.017002861746503
20140605T000000,4,2.5,2068,7242,2.0,0,0,4,7,2068,0,1976,0,98001,47.3318,-122.281,train,12.528156144699286
20141117T000000,4,5.25,6110,10369,2.0,0,0,3,11,6110,0,2005,0,98059,47.5285,-122.135,train,14.093142294562554
20141002T000000,4,2.25,2670,14255,1.0,0,0,4,8,1610,1060,1975,0,98006,47.5623,-122.175,train,12.989631664950371
20140602T000000,3,2.25,2610,9002,2.0,0,0,3,9,2610,0,1988,0,98052,47.6909,-122.104,train,13.422467969854667
20140826T000000,4,2.5,2730,10753,2.0,0,0,3,9,2730,0,1991,0,98006,47.5414,-122.133,train,13.53579665516167
20140918T000000,2,1.5,960,7200,1.0,0,0,3,7,960,0,1910,1987,98199,47.649,-122.403,train,13.17115354157376
20140603T000000,4,2.25,3720,12384,1.0,0,2,5,8,1860,1860,1970,0,98075,47.5836,-122.074,train,13.681979165339751
20140818T000000,4,2.5,2780,4688,2.0,0,0,3,9,2780,0,2003,0,98059,47.5225,-122.156,train,13.444446876573442
20150506T000000,3,2.0,1900,9975,1.0,0,0,3,8,1500,400,1973,0,98027,47.5307,-122.054,train,13.208541073645382
20150305T000000,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,train,13.208541073645382
20140923T000000,5,2.5,4570,19252,2.0,0,0,5,10,4570,0,1965,0,98040,47.5553,-122.22,train,14.210857987884152
20140728T000000,3,2.0,1520,7131,1.0,0,0,3,8,1520,0,1993,0,98023,47.3061,-122.361,train,12.392552212472792
20140925T000000,2,2.0,1540,6804,1.0,0,0,5,7,1020,520,1942,0,98177,47.7044,-122.372,train,13.275084464421992
20140916T000000,3,2.25,1760,1800,2.0,0,0,3,7,1330,430,1983,0,98199,47.6579,-122.394,train,12.994530005894443
20150316T000000,3,1.0,920,7314,1.0,0,0,3,6,920,0,1960,0,98002,47.2892,-122.22,train,12.245293358683455
20140717T000000,1,1.0,720,3166,1.0,0,0,3,6,720,0,1920,0,98116,47.5811,-122.389,train,12.834681304952548
20140604T000000,3,1.75,1840,5101,1.0,0,0,5,7,1040,800,1952,0,98108,47.5585,-122.317,train,12.9280866413911
20140902T000000,5,1.0,1740,27350,1.0,0,0,4,5,1740,0,1958,0,98059,47.4809,-122.153,train,12.676076274775909
20150330T000000,4,2.5,2160,10987,1.0,0,0,4,8,1440,720,1981,2003,98074,47.6333,-122.034,train,13.226723392728571
20140909T000000,4,2.5,2750,10159,2.0,0,0,3,10,2750,0,1991,0,98006,47.5426,-122.135,train,13.60787119318603
20141216T000000,3,2.5,2390,6435,1.0,0,0,3,8,1600,790,1978,0,98034,47.726,-122.194,train,12.977337605354071
20150317T000000,2,1.0,810,6480,1.0,0,0,5,6,810,0,1942,0,98199,47.6493,-122.398,train,13.142166004700508
20140716T000000,3,2.75,2850,8039,1.0,0,0,4,8,1540,1310,1989,0,98031,47.4141,-122.204,train,12.721885810807203
20141017T000000,3,2.5,2980,18935,1.5,0,0,3,11,2980,0,1990,0,98077,47.7133,-122.079,train,13.617059619240436
20140525T000000,3,2.5,1620,7410,1.0,0,0,5,7,1620,0,1955,0,98133,47.7708,-122.335,train,12.780717782009118
20140916T000000,4,1.75,1880,9880,1.0,0,0,4,8,1880,0,1967,0,98058,47.4551,-122.151,train,12.71589776896258
20141017T000000,4,2.0,1780,8149,1.5,0,0,4,7,1780,0,1948,0,98155,47.745,-122.302,train,12.886641043883259
20150428T000000,3,2.5,2120,22482,1.0,0,0,5,7,1360,760,1979,0,98001,47.341,-122.265,train,12.705331632924699
20141126T000000,4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,train,13.527828485512494
20140626T000000,3,1.75,3320,478288,1.5,0,3,4,8,2260,1060,1933,1982,98022,47.2407,-121.953,train,13.410545324897761
20150123T000000,3,1.5,1390,7417,1.0,0,0,3,7,1390,0,1967,0,98001,47.3369,-122.275,train,11.998433280751929
20141010T000000,5,2.75,2540,8250,1.0,0,0,4,7,1440,1100,1953,0,98040,47.5875,-122.24,train,13.541402605539611
20150401T000000,3,1.0,900,37800,1.0,0,0,4,5,700,200,1923,0,98034,47.7146,-122.234,train,12.779873068457553
20141216T000000,4,2.25,1920,8910,1.0,0,0,4,8,1200,720,1969,0,98005,47.5897,-122.156,train,13.36138027787483
20141126T000000,3,1.0,1390,2640,1.5,0,0,3,7,1230,160,1903,0,98122,47.6078,-122.307,train,12.751299696013497
20141118T000000,3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,0,98034,47.7299,-122.192,train,12.971540487669746
20140506T000000,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,train,12.751299696013497
20150320T000000,3,1.0,1440,7107,1.0,0,0,4,7,1000,440,1980,0,98052,47.6968,-122.124,train,13.077366011473593
20140507T000000,3,1.75,2070,37904,1.0,0,0,4,7,1420,650,1973,0,98058,47.425,-122.186,train,12.644327576461329
20150421T000000,4,2.5,2060,3608,2.0,0,0,3,7,2060,0,2004,0,98198,47.362,-122.309,train,12.502466658583977
20140502T000000,4,2.5,2200,9397,2.0,0,0,3,8,2200,0,1987,0,98001,47.3406,-122.269,train,12.560244459250788
20150421T000000,3,1.0,1420,6000,1.0,0,0,3,6,1420,0,1941,0,98146,47.4913,-122.336,train,12.498742259492994
20140818T000000,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,1974,0,98092,47.3099,-122.197,train,12.512361777931053
20140708T000000,3,1.5,1010,7683,1.5,0,0,5,7,1010,0,1953,0,98125,47.72,-122.318,train,12.911642346088676
20140721T000000,3,3.25,1720,1330,2.0,0,0,3,8,1030,690,2004,0,98112,47.62,-122.309,train,13.422467969854667
20140819T000000,3,1.0,1230,9877,1.0,0,0,3,7,1230,0,1954,0,98006,47.5745,-122.136,train,12.834681304952548
20140603T000000,3,1.75,1810,3000,1.5,0,0,4,7,1810,0,1903,0,98107,47.6599,-122.363,train,13.208541073645382
20150421T000000,4,2.5,2170,4587,2.0,0,0,3,7,2170,0,2006,0,98065,47.5396,-121.889,train,13.10011776845701
20141210T000000,4,2.75,3400,7081,2.0,0,0,3,9,3400,0,2001,0,98006,47.5661,-122.123,train,13.627009950093603
20140513T000000,5,2.25,3120,16672,2.0,0,0,4,9,3120,0,1969,0,98004,47.6458,-122.219,train,14.454729396498664
20140703T000000,3,1.75,1530,8000,2.0,0,0,3,7,1530,0,1978,0,98052,47.6971,-122.13,train,13.068962600677214
20140912T000000,4,2.5,2330,45860,2.0,0,0,3,9,2330,0,1989,0,98075,47.5842,-121.992,train,13.279367126213993
20141112T000000,3,2.0,1880,3048,2.0,0,0,4,7,1880,0,1902,0,98122,47.6031,-122.303,train,13.016891744462095
20140609T000000,2,1.0,920,6600,1.0,0,0,3,6,920,0,1919,2003,98118,47.5452,-122.27,train,12.94084150078094
20141015T000000,4,1.75,1920,7986,1.0,0,0,3,7,960,960,1952,0,98125,47.7209,-122.318,train,12.994530005894443
20140611T000000,6,5.0,3440,4500,2.0,0,0,3,8,3280,160,2007,0,98055,47.4871,-122.219,train,13.112313041550827
20140507T000000,4,2.75,2600,6050,2.0,0,0,5,8,1960,640,1949,0,98116,47.5656,-122.4,train,13.527761816623505
20140516T000000,3,1.75,1726,197326,2.0,0,0,4,7,1726,0,1982,0,98070,47.3484,-122.505,train,12.80422209746784
20140519T000000,3,1.0,950,7620,1.0,0,0,3,6,950,0,1954,0,98106,47.5178,-122.346,train,11.827736204810263
20141016T000000,3,2.5,2170,9900,1.0,0,0,3,7,1690,480,1980,0,98038,47.3634,-122.031,train,12.39689959536784
20150305T000000,4,2.5,2550,5395,2.0,0,0,3,8,2550,0,2001,0,98065,47.5355,-121.874,train,13.237476184504834
20150514T000000,3,1.75,1900,4000,1.0,0,0,3,7,1300,600,1965,0,98103,47.6854,-122.331,train,13.658856747918897
20150305T000000,4,2.5,3530,49222,2.0,0,0,4,9,3530,0,1986,0,98072,47.7285,-122.112,train,13.721199878493033
20141110T000000,4,2.5,1785,2552,2.0,0,0,3,8,1785,0,2009,0,98030,47.3582,-122.2,train,12.54966234992025
20150514T000000,5,3.0,3320,5354,2.0,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,train,14.343193298796688
20141009T000000,4,1.75,2640,8215,1.0,0,0,4,7,1500,1140,1966,0,98008,47.5819,-122.125,train,13.38472764187182
20150420T000000,4,2.5,3690,11191,1.0,0,3,4,10,2190,1500,1951,0,98199,47.6434,-122.412,train,13.924364962876357
20150202T000000,3,1.75,1690,48096,1.0,0,0,3,7,1690,0,1973,0,98053,47.6745,-122.061,train,13.122363377404328
20140610T000000,3,1.75,2290,14800,1.0,0,0,3,8,1620,670,1965,0,98155,47.7735,-122.273,train,13.060487973686241
20150504T000000,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,train,13.345506928718539
20141226T000000,3,1.0,1150,8050,1.5,0,0,4,7,1150,0,1956,0,98032,47.374,-122.296,train,11.722375689152436
20141027T000000,3,1.75,1660,9900,2.0,0,0,3,8,1660,0,1978,0,98033,47.6704,-122.184,train,13.038981768465277
20141023T000000,3,1.5,1740,12000,2.0,0,0,3,9,1740,0,1974,0,98074,47.6276,-122.053,train,13.197470849891134
20140619T000000,4,3.25,2520,3360,1.5,0,0,4,8,1550,970,1931,0,98115,47.6801,-122.315,train,13.334648185383662
20140925T000000,3,2.25,1660,10247,1.0,0,0,5,7,1130,530,1968,0,98034,47.7262,-122.222,train,13.017002861746503
20150325T000000,4,1.0,2200,12137,1.0,0,4,4,8,1640,560,1956,0,98028,47.7473,-122.261,train,13.42984807715229
20140528T000000,4,2.5,2990,5669,2.0,0,0,3,8,2990,0,2003,0,98074,47.6119,-122.011,train,13.39239051461739
20150511T000000,3,1.75,1970,9512,1.0,0,0,3,8,1970,0,1968,0,98058,47.4545,-122.146,train,12.823957341589573
20140915T000000,2,1.0,800,3000,1.0,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,train,12.611371073081239
20140527T000000,4,2.5,1630,4473,2.0,0,0,3,7,1630,0,2003,0,98038,47.3546,-122.015,train,12.653638929656973
20140825T000000,3,2.25,1920,11500,1.0,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.188,train,13.151922179645874
20150127T000000,4,2.5,2250,6064,2.0,0,0,3,8,2250,0,2005,0,98056,47.4956,-122.174,train,12.895462777212407
20141230T000000,2,1.0,870,5700,1.0,0,0,4,6,870,0,1957,0,98056,47.498,-122.17,train,11.918390573078392
20140930T000000,3,1.75,2200,12231,1.0,0,0,4,7,1250,950,1964,0,98056,47.5076,-122.173,train,12.682306824526545
20141021T000000,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981,0,98032,47.3717,-122.277,train,12.345399710751273
20150427T000000,3,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1960,0,98118,47.5327,-122.276,train,12.721885810807203
20141118T000000,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,train,13.270783382522602
20150407T000000,3,1.0,1060,12000,1.0,0,0,3,7,1060,0,1952,0,98133,47.7703,-122.35,train,12.89921982609012
20150505T000000,2,1.5,1140,1149,2.0,0,0,3,7,940,200,2001,0,98122,47.6124,-122.314,train,13.15773052124162
20141028T000000,2,1.0,1060,5144,1.0,0,0,5,6,1060,0,1969,0,98042,47.3613,-122.088,train,12.220714922267044
20140531T000000,3,2.5,1960,3480,2.0,0,0,3,7,1960,0,2004,0,98056,47.4802,-122.18,train,12.577463773304586
20150311T000000,4,3.5,3500,4080,2.0,0,2,3,9,2590,910,2004,0,98115,47.6834,-122.292,train,13.825460888817442
20141105T000000,3,2.5,2350,3750,2.0,0,0,3,7,1740,610,2003,0,98117,47.6767,-122.365,train,13.38472764187182
20141021T000000,4,2.5,3470,6651,2.0,0,0,3,9,3470,0,2005,0,98065,47.5426,-121.879,train,13.418757390458131
20140917T000000,4,2.5,2717,4513,2.0,0,0,3,8,2717,0,2005,0,98001,47.3373,-122.266,train,12.732279371334467
20141009T000000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,98115,47.6754,-122.325,train,13.493926933836812
20150426T000000,3,2.5,2660,206480,1.0,0,0,3,8,2660,0,1989,0,98024,47.6042,-121.956,train,13.286181462633724
20150403T000000,2,1.5,1180,834,3.0,0,0,3,8,1180,0,2009,0,98133,47.7074,-122.356,train,12.691580461311874
20140811T000000,3,2.5,1670,6666,2.0,0,0,4,7,1670,0,1992,0,98038,47.3488,-122.033,train,12.580047086546967
20150506T000000,3,2.5,2150,161607,2.0,0,0,3,7,1330,820,1995,0,98038,47.4178,-121.937,train,13.148031124152906
20140903T000000,3,2.5,2940,4799,1.0,0,0,3,9,1710,1230,1996,0,98033,47.6681,-122.184,train,13.286181462633724
20140801T000000,4,2.5,2790,74495,2.0,0,0,3,9,2790,0,1997,0,98053,47.6628,-122.056,train,13.49461635130638
20140722T000000,3,1.75,2200,7200,1.0,0,0,3,8,1270,930,1962,0,98032,47.3745,-122.276,train,12.487485104968359
20141117T000000,4,2.75,3420,6787,2.0,0,0,3,9,3420,0,2010,0,98053,47.6962,-122.023,train,13.567049198665774
20141118T000000,3,1.5,1030,6969,1.0,0,0,4,6,1030,0,1921,0,98108,47.5492,-122.3,train,12.751299696013497
20141224T000000,2,2.0,1140,12000,1.0,0,0,3,6,1140,0,1943,0,98027,47.5277,-122.031,train,13.081541382884074
20140506T000000,3,1.75,1690,7735,1.0,0,0,4,7,1060,630,1976,0,98001,47.3324,-122.28,train,12.190959007720126
20150320T000000,3,2.5,3080,13880,2.0,0,0,3,9,3080,0,1990,0,98038,47.3726,-122.025,train,13.253389885423228
20140908T000000,3,2.5,2600,4438,2.0,0,0,3,7,2600,0,2004,0,98053,47.6799,-122.034,train,13.272506035834049
20140826T000000,4,2.5,2900,4950,2.0,0,0,3,8,2900,0,2004,0,98028,47.7717,-122.236,train,13.16158409055761
20150325T000000,3,2.5,3110,6000,1.0,0,2,3,8,1560,1550,1967,0,98106,47.5331,-122.353,train,12.983101310070822
20150128T000000,4,2.5,2780,3969,2.0,0,0,3,7,2780,0,2005,0,98042,47.3992,-122.164,train,12.66032791780777
20150204T000000,3,1.5,1280,15028,1.0,0,0,3,7,1280,0,1982,0,98074,47.6304,-122.035,train,12.886641043883259
20141023T000000,3,3.5,2690,104544,2.0,0,0,3,8,2690,0,1948,1990,98072,47.7717,-122.112,train,13.560618308335483
20140916T000000,3,2.5,1980,9907,2.0,0,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,train,12.675920012567607
20150424T000000,2,1.0,1800,8900,1.0,0,0,3,6,900,900,1945,0,98168,47.51,-122.323,train,12.721885810807203
20150414T000000,4,2.5,2420,7744,2.0,0,0,3,9,2420,0,1994,0,98056,47.534,-122.18,train,13.304684934198283
20140708T000000,3,1.0,1180,8240,1.0,0,0,4,7,1180,0,1967,0,98003,47.3325,-122.321,train,12.230765258120545
20150224T000000,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,1966,0,98034,47.7252,-122.187,train,13.060487973686241
20141106T000000,4,2.5,2470,2550,3.0,0,0,3,8,2470,0,2004,0,98117,47.6765,-122.389,train,13.507625778194974
20150209T000000,3,2.0,2240,5200,1.0,0,0,3,7,1630,610,1954,0,98112,47.6191,-122.296,train,12.834681304952548
20140818T000000,2,1.0,880,6731,1.0,0,0,4,7,880,0,1950,0,98116,47.5694,-122.395,train,13.025852477023484
20141021T000000,4,2.75,2030,56192,1.0,0,0,3,8,1550,480,1979,0,98077,47.752,-122.073,train,12.994530005894443
20140620T000000,4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,train,14.09692301740246
20150212T000000,2,1.0,1120,6236,1.0,0,0,4,6,1120,0,1954,0,98155,47.763,-122.291,train,12.691580461311874
20150319T000000,4,2.5,2170,19785,2.0,0,0,3,8,2170,0,1992,0,98031,47.4034,-122.167,train,12.736700896592344
20140620T000000,4,1.0,2080,5500,1.0,0,0,3,7,1040,1040,1941,0,98117,47.6838,-122.386,train,13.081541382884074
20141216T000000,4,2.5,3090,12511,2.0,0,0,4,10,3090,0,1998,0,98075,47.5932,-121.983,train,13.567049198665774
